Any,Mes,Desc_Mes,Precipitacions,Temperatura mediana
1845,5,Maig,49.3,14.1
1845,6,Juny,41.2,17.8
1845,7,Juliol,10.5,21.5
1845,8,Agost,81.3,21.6
1845,9,Setembre,97.0,20.6
1845,10,Octubre,43.2,16.1
1845,11,Novembre,99.1,11.8
1845,12,Desembre,9.9,8.7
1846,1,Gener,10.5,9.3
1846,2,Febrer,2.3,8.3
1846,3,Març,31.2,12.2
1846,4,Abril,59.4,13.8
1846,5,Maig,86.4,15.9
1846,6,Juny,41.8,21.6
1846,7,Juliol,14.3,25.3
1846,8,Agost,53.7,24.2
1846,9,Setembre,96.2,21.6
1846,10,Octubre,147.6,16.5
1846,11,Novembre,82.7,12.7
1846,12,Desembre,24.9,6.4
1847,1,Gener,50.7,10.0
1847,2,Febrer,7.7,8.6
1847,3,Març,50.9,9.8
1847,4,Abril,59.9,12.9
1847,5,Maig,35.7,18.3
1847,6,Juny,18.5,20.1
1847,7,Juliol,0.9,22.9
1847,8,Agost,38.7,21.7
1847,9,Setembre,23.1,19.2
1847,10,Octubre,152.7,16.8
1847,11,Novembre,45.0,11.4
1847,12,Desembre,72.3,8.1
1848,1,Gener,39.8,3.4
1848,2,Febrer,34.7,10.0
1848,3,Març,35.6,9.9
1848,4,Abril,127.9,13.3
1848,5,Maig,49.2,16.7
1848,6,Juny,69.5,18.7
1848,7,Juliol,13.4,22.4
1848,8,Agost,12.7,22.2
1848,9,Setembre,120.6,19.0
1848,10,Octubre,95.8,15.9
1848,11,Novembre,24.8,8.7
1848,12,Desembre,35.2,9.6
1849,1,Gener,38.2,9.3
1849,2,Febrer,1.4,9.7
1849,3,Març,43.5,8.9
1849,4,Abril,88.5,10.0
1849,5,Maig,51.0,16.0
1849,6,Juny,17.5,21.5
1849,7,Juliol,26.5,22.9
1849,8,Agost,54.2,23.3
1849,9,Setembre,199.9,19.9
1849,10,Octubre,74.0,17.5
1849,11,Novembre,44.0,12.0
1849,12,Desembre,40.6,7.6
1850,1,Gener,22.4,7.2
1850,2,Febrer,1.5,10.8
1850,3,Març,9.7,8.6
1850,4,Abril,67.5,12.7
1850,5,Maig,65.6,13.9
1850,6,Juny,22.9,19.8
1850,7,Juliol,17.8,21.7
1850,8,Agost,38.9,21.5
1850,9,Setembre,113.6,18.1
1850,10,Octubre,55.8,14.3
1850,11,Novembre,23.4,11.4
1850,12,Desembre,2.2,8.5
1851,1,Gener,41.4,8.2
1851,2,Febrer,96.1,7.7
1851,3,Març,21.6,8.9
1851,4,Abril,77.6,12.3
1851,5,Maig,44.3,12.7
1851,6,Juny,4.2,17.9
1851,7,Juliol,49.2,20.4
1851,8,Agost,7.4,22.8
1851,9,Setembre,83.7,18.0
1851,10,Octubre,66.9,15.5
1851,11,Novembre,51.7,7.9
1851,12,Desembre,0.0,6.7
1852,1,Gener,40.5,8.6
1852,2,Febrer,2.1,6.9
1852,3,Març,16.4,9.4
1852,4,Abril,89.9,12.2
1852,5,Maig,47.6,14.8
1852,6,Juny,76.9,18.4
1852,7,Juliol,37.5,22.1
1852,8,Agost,35.0,21.4
1852,9,Setembre,94.6,19.4
1852,10,Octubre,82.4,16.0
1852,11,Novembre,52.2,13.7
1852,12,Desembre,9.0,10.2
1853,1,Gener,59.9,9.0
1853,2,Febrer,53.3,4.5
1853,3,Març,58.3,6.8
1853,4,Abril,29.3,11.8
1853,5,Maig,188.4,13.5
1853,6,Juny,41.8,15.7
1853,7,Juliol,1.0,21.4
1853,8,Agost,19.9,22.5
1853,9,Setembre,103.6,18.3
1853,10,Octubre,151.6,15.5
1853,11,Novembre,140.9,11.0
1853,12,Desembre,10.6,7.2
1854,1,Gener,12.4,7.8
1854,2,Febrer,0.0,6.7
1854,3,Març,15.0,9.5
1854,4,Abril,131.6,11.7
1854,5,Maig,50.6,14.6
1854,6,Juny,56.9,16.9
1854,7,Juliol,41.2,20.6
1854,8,Agost,48.2,21.2
1854,9,Setembre,22.5,20.1
1854,10,Octubre,0.5,16.3
1854,11,Novembre,49.4,9.4
1854,12,Desembre,7.6,7.0
1855,1,Gener,36.9,6.0
1855,2,Febrer,64.8,9.5
1855,3,Març,55.1,9.2
1855,4,Abril,3.9,11.5
1855,5,Maig,98.3,13.1
1855,6,Juny,95.7,16.6
1855,7,Juliol,11.7,21.4
1855,8,Agost,9.7,21.9
1855,9,Setembre,73.3,20.6
1855,10,Octubre,40.3,17.0
1855,11,Novembre,108.8,10.9
1855,12,Desembre,21.5,6.7
1856,1,Gener,60.4,10.6
1856,2,Febrer,43.7,8.3
1856,3,Març,134.3,10.7
1856,4,Abril,47.9,12.5
1856,5,Maig,72.7,14.8
1856,6,Juny,183.3,18.2
1856,7,Juliol,58.3,21.5
1856,8,Agost,0.0,23.2
1856,9,Setembre,54.7,18.8
1856,10,Octubre,148.0,14.8
1856,11,Novembre,27.6,9.4
1856,12,Desembre,5.6,8.2
1857,1,Gener,36.5,5.3
1857,2,Febrer,65.3,7.9
1857,3,Març,141.8,10.5
1857,4,Abril,34.0,11.9
1857,5,Maig,67.6,14.4
1857,6,Juny,18.6,18.4
1857,7,Juliol,47.9,22.0
1857,8,Agost,79.7,21.6
1857,9,Setembre,190.7,20.1
1857,10,Octubre,20.3,15.5
1857,11,Novembre,105.0,12.3
1857,12,Desembre,31.2,8.5
1858,1,Gener,21.5,5.2
1858,2,Febrer,45.4,9.0
1858,3,Març,14.4,10.1
1858,4,Abril,18.8,14.4
1858,5,Maig,75.5,15.2
1858,6,Juny,3.1,21.4
1858,7,Juliol,101.0,20.6
1858,8,Agost,86.0,21.7
1858,9,Setembre,37.0,20.9
1858,10,Octubre,72.5,16.3
1858,11,Novembre,39.3,11.6
1858,12,Desembre,53.9,8.2
1859,1,Gener,0.0,6.2
1859,2,Febrer,10.9,8.5
1859,3,Març,45.7,10.6
1859,4,Abril,14.2,14.0
1859,5,Maig,59.6,16.0
1859,6,Juny,38.8,18.7
1859,7,Juliol,4.0,24.2
1859,8,Agost,51.2,23.6
1859,9,Setembre,101.6,20.5
1859,10,Octubre,56.4,16.9
1859,11,Novembre,110.6,11.7
1859,12,Desembre,66.8,6.7
1860,1,Gener,32.1,9.3
1860,2,Febrer,27.2,5.4
1860,3,Març,5.9,9.5
1860,4,Abril,101.4,10.8
1860,5,Maig,76.2,15.6
1860,6,Juny,79.8,18.3
1860,7,Juliol,55.8,20.3
1860,8,Agost,10.9,21.1
1860,9,Setembre,24.9,18.7
1860,10,Octubre,5.9,15.8
1860,11,Novembre,142.5,11.5
1860,12,Desembre,10.4,8.5
1861,1,Gener,58.5,8.0
1861,2,Febrer,50.6,9.2
1861,3,Març,81.9,10.8
1861,4,Abril,66.8,11.9
1861,5,Maig,19.8,15.7
1861,6,Juny,58.9,18.7
1861,7,Juliol,6.6,22.0
1861,8,Agost,0.0,23.7
1861,9,Setembre,60.2,19.9
1861,10,Octubre,155.4,17.1
1861,11,Novembre,9.5,11.4
1861,12,Desembre,57.7,9.7
1862,1,Gener,11.0,7.7
1862,2,Febrer,31.6,8.4
1862,3,Març,37.6,11.6
1862,4,Abril,36.7,13.0
1862,5,Maig,81.2,16.8
1862,6,Juny,46.4,19.1
1862,7,Juliol,2.1,22.6
1862,8,Agost,101.9,22.4
1862,9,Setembre,285.6,18.5
1862,10,Octubre,73.7,16.7
1862,11,Novembre,60.5,10.3
1862,12,Desembre,6.6,8.4
1863,1,Gener,37.6,7.6
1863,2,Febrer,12.6,7.9
1863,3,Març,44.2,10.3
1863,4,Abril,28.8,13.3
1863,5,Maig,89.4,15.5
1863,6,Juny,9.1,20.0
1863,7,Juliol,23.3,23.3
1863,8,Agost,11.6,23.2
1863,9,Setembre,62.4,19.3
1863,10,Octubre,82.2,16.0
1863,11,Novembre,45.9,10.7
1863,12,Desembre,28.7,8.3
1864,1,Gener,63.2,7.0
1864,2,Febrer,30.3,6.7
1864,3,Març,13.1,10.9
1864,4,Abril,8.4,13.0
1864,5,Maig,15.3,18.1
1864,6,Juny,7.5,19.9
1864,7,Juliol,0.0,22.8
1864,8,Agost,0.6,23.2
1864,9,Setembre,55.1,20.0
1864,10,Octubre,105.7,15.0
1864,11,Novembre,86.4,10.7
1864,12,Desembre,180.5,7.2
1865,1,Gener,7.9,8.5
1865,2,Febrer,4.0,8.0
1865,3,Març,93.9,7.4
1865,4,Abril,71.5,12.5
1865,5,Maig,24.7,17.2
1865,6,Juny,4.5,21.9
1865,7,Juliol,30.3,23.0
1865,8,Agost,45.2,23.1
1865,9,Setembre,110.9,21.5
1865,10,Octubre,81.2,16.5
1865,11,Novembre,25.2,11.6
1865,12,Desembre,42.0,7.4
1866,1,Gener,9.7,8.5
1866,2,Febrer,9.7,11.1
1866,3,Març,49.9,9.9
1866,4,Abril,15.7,13.0
1866,5,Maig,0.8,16.2
1866,6,Juny,38.0,19.9
1866,7,Juliol,6.5,22.9
1866,8,Agost,7.3,21.9
1866,9,Setembre,171.5,19.1
1866,10,Octubre,227.4,15.1
1866,11,Novembre,1.6,11.8
1866,12,Desembre,42.1,10.0
1867,1,Gener,54.8,8.5
1867,2,Febrer,22.4,11.1
1867,3,Març,21.8,12.4
1867,4,Abril,7.0,13.6
1867,5,Maig,19.7,16.3
1867,6,Juny,10.2,19.2
1867,7,Juliol,40.7,21.8
1867,8,Agost,36.2,21.8
1867,9,Setembre,63.7,19.5
1867,10,Octubre,35.2,14.6
1867,11,Novembre,32.8,10.7
1867,12,Desembre,8.1,6.6
1868,1,Gener,0.0,6.9
1868,2,Febrer,0.8,8.9
1868,3,Març,4.0,10.4
1868,4,Abril,40.0,12.7
1868,5,Maig,74.1,17.4
1868,6,Juny,19.4,21.8
1868,7,Juliol,43.9,22.8
1868,8,Agost,47.1,22.0
1868,9,Setembre,73.9,19.4
1868,10,Octubre,121.9,14.0
1868,11,Novembre,42.5,9.6
1868,12,Desembre,14.7,11.5
1869,1,Gener,25.0,8.6
1869,2,Febrer,79.3,9.8
1869,3,Març,52.2,8.0
1869,4,Abril,39.1,12.0
1869,5,Maig,21.5,16.8
1869,6,Juny,25.2,18.8
1869,7,Juliol,16.0,23.3
1869,8,Agost,27.5,21.7
1869,9,Setembre,10.7,20.6
1869,10,Octubre,40.7,14.5
1869,11,Novembre,0.0,10.6
1869,12,Desembre,49.0,6.9
1870,1,Gener,54.2,6.9
1870,2,Febrer,75.7,9.2
1870,3,Març,35.2,9.7
1870,4,Abril,94.0,12.0
1870,5,Maig,7.9,17.0
1870,6,Juny,7.4,21.2
1870,7,Juliol,28.5,23.2
1870,8,Agost,101.2,22.0
1870,9,Setembre,24.9,20.1
1870,10,Octubre,68.8,15.8
1870,11,Novembre,64.5,10.2
1870,12,Desembre,30.9,5.3
1871,1,Gener,39.4,4.6
1871,2,Febrer,61.2,8.8
1871,3,Març,64.5,10.8
1871,4,Abril,1.5,14.6
1871,5,Maig,65.5,16.0
1871,6,Juny,88.3,17.0
1871,7,Juliol,0.0,22.6
1871,8,Agost,45.4,22.7
1871,9,Setembre,104.6,21.2
1871,10,Octubre,38.7,16.8
1871,11,Novembre,128.6,9.8
1871,12,Desembre,51.7,4.4
1872,1,Gener,20.6,8.2
1872,2,Febrer,37.1,10.1
1872,3,Març,84.9,11.1
1872,4,Abril,25.2,13.4
1872,5,Maig,108.8,15.2
1872,6,Juny,5.5,19.5
1872,7,Juliol,38.6,22.8
1872,8,Agost,172.7,21.5
1872,9,Setembre,89.1,19.6
1872,10,Octubre,328.6,13.8
1872,11,Novembre,12.0,10.7
1872,12,Desembre,56.9,9.2
1873,1,Gener,9.7,9.5
1873,2,Febrer,38.4,7.3
1873,3,Març,25.0,12.3
1873,4,Abril,146.8,11.1
1873,5,Maig,11.6,16.0
1873,6,Juny,5.4,19.0
1873,7,Juliol,1.1,23.3
1873,8,Agost,0.0,23.6
1873,9,Setembre,111.5,19.1
1873,10,Octubre,64.9,15.0
1873,11,Novembre,36.8,11.1
1873,12,Desembre,1.5,8.0
1874,1,Gener,52.0,8.9
1874,2,Febrer,44.9,8.3
1874,3,Març,45.3,9.7
1874,4,Abril,53.2,13.3
1874,5,Maig,54.1,14.5
1874,6,Juny,15.2,19.7
1874,7,Juliol,49.2,23.1
1874,8,Agost,18.6,22.3
1874,9,Setembre,106.5,20.4
1874,10,Octubre,123.5,16.3
1874,11,Novembre,36.4,11.7
1874,12,Desembre,13.6,6.9
1875,1,Gener,0.1,9.9
1875,2,Febrer,70.0,6.9
1875,3,Març,23.3,10.2
1875,4,Abril,58.8,12.6
1875,5,Maig,11.4,18.6
1875,6,Juny,148.9,19.4
1875,7,Juliol,84.8,20.9
1875,8,Agost,18.0,22.6
1875,9,Setembre,338.5,20.6
1875,10,Octubre,98.9,15.7
1875,11,Novembre,57.1,11.6
1875,12,Desembre,17.6,5.7
1876,1,Gener,60.4,6.9
1876,2,Febrer,25.8,9.9
1876,3,Març,79.6,11.2
1876,4,Abril,103.4,11.6
1876,5,Maig,151.8,14.6
1876,6,Juny,51.4,17.9
1876,7,Juliol,0.0,22.3
1876,8,Agost,4.1,22.6
1876,9,Setembre,33.8,19.1
1876,10,Octubre,184.9,17.6
1876,11,Novembre,23.8,12.2
1876,12,Desembre,14.4,9.8
1877,1,Gener,2.3,10.1
1877,2,Febrer,0.0,9.5
1877,3,Març,24.7,8.4
1877,4,Abril,76.4,10.2
1877,5,Maig,24.3,13.7
1877,6,Juny,23.9,19.1
1877,7,Juliol,22.1,23.4
1877,8,Agost,37.2,24.5
1877,9,Setembre,57.2,17.6
1877,10,Octubre,35.4,14.7
1877,11,Novembre,31.3,13.0
1877,12,Desembre,26.2,7.8
1878,1,Gener,3.2,5.5
1878,2,Febrer,2.8,6.1
1878,3,Març,11.5,9.2
1878,4,Abril,26.6,12.5
1878,5,Maig,15.9,17.2
1878,6,Juny,13.5,19.7
1878,7,Juliol,14.9,22.4
1878,8,Agost,2.2,24.9
1878,9,Setembre,119.7,21.6
1878,10,Octubre,83.2,17.4
1878,11,Novembre,17.3,7.3
1878,12,Desembre,18.4,6.5
1879,1,Gener,97.9,9.7
1879,2,Febrer,56.1,9.0
1879,3,Març,49.2,9.6
1879,4,Abril,33.8,10.4
1879,5,Maig,40.0,11.5
1879,6,Juny,0.0,19.8
1879,7,Juliol,3.4,20.2
1879,8,Agost,93.1,23.0
1879,9,Setembre,119.9,17.3
1879,10,Octubre,121.3,14.3
1879,11,Novembre,91.3,10.3
1879,12,Desembre,11.4,4.6
1880,1,Gener,14.8,5.1
1880,2,Febrer,2.8,8.6
1880,3,Març,66.6,10.2
1880,4,Abril,91.9,11.6
1880,5,Maig,16.5,12.6
1880,6,Juny,42.8,18.3
1880,7,Juliol,0.0,24.2
1880,8,Agost,55.7,23.5
1880,9,Setembre,44.0,21.1
1880,10,Octubre,26.1,17.0
1880,11,Novembre,143.7,9.3
1880,12,Desembre,8.5,8.0
1881,1,Gener,107.3,7.0
1881,2,Febrer,96.8,9.4
1881,3,Març,13.1,10.5
1881,4,Abril,85.1,11.9
1881,5,Maig,12.9,14.0
1881,6,Juny,4.7,16.5
1881,7,Juliol,0.2,23.7
1881,8,Agost,21.1,23.5
1881,9,Setembre,138.4,18.3
1881,10,Octubre,45.2,14.3
1881,11,Novembre,2.2,12.6
1881,12,Desembre,44.7,7.9
1882,1,Gener,48.5,9.0
1882,2,Febrer,103.1,10.1
1882,3,Març,15.8,13.0
1882,4,Abril,83.7,14.8
1882,5,Maig,15.4,18.3
1882,6,Juny,13.6,19.4
1882,7,Juliol,28.4,21.4
1882,8,Agost,90.0,22.6
1882,9,Setembre,155.1,16.9
1882,10,Octubre,78.7,16.4
1882,11,Novembre,0.6,11.2
1882,12,Desembre,54.8,8.6
1883,1,Gener,69.4,7.7
1883,2,Febrer,34.6,7.7
1883,3,Març,42.9,6.1
1883,4,Abril,63.8,11.4
1883,5,Maig,24.1,14.3
1883,6,Juny,49.0,17.5
1883,7,Juliol,20.6,21.2
1883,8,Agost,0.0,22.5
1883,9,Setembre,70.2,17.9
1883,10,Octubre,102.8,14.4
1883,11,Novembre,38.0,12.0
1883,12,Desembre,27.4,6.7
1884,1,Gener,20.4,9.0
1884,2,Febrer,58.2,10.9
1884,3,Març,93.9,10.4
1884,4,Abril,89.9,11.1
1884,5,Maig,63.3,15.6
1884,6,Juny,100.9,17.2
1884,7,Juliol,9.7,24.6
1884,8,Agost,19.4,26.4
1884,9,Setembre,90.5,22.0
1884,10,Octubre,41.5,16.3
1884,11,Novembre,52.8,11.6
1884,12,Desembre,55.9,6.1
1885,1,Gener,20.4,5.2
1885,2,Febrer,12.5,11.1
1885,3,Març,55.3,10.0
1885,4,Abril,58.6,11.5
1885,5,Maig,10.3,15.6
1885,6,Juny,99.9,19.0
1885,7,Juliol,23.6,22.8
1885,8,Agost,9.7,23.1
1885,9,Setembre,109.0,19.0
1885,10,Octubre,64.0,13.4
1885,11,Novembre,55.3,11.9
1885,12,Desembre,17.7,8.9
1886,1,Gener,15.8,6.9
1886,2,Febrer,48.3,8.7
1886,3,Març,37.8,9.8
1886,4,Abril,27.2,11.9
1886,5,Maig,6.4,15.2
1886,6,Juny,53.8,17.8
1886,7,Juliol,16.2,20.8
1886,8,Agost,14.9,20.0
1886,9,Setembre,49.8,18.9
1886,10,Octubre,64.8,14.4
1886,11,Novembre,30.2,8.9
1886,12,Desembre,8.5,6.6
1887,1,Gener,37.4,6.1
1887,2,Febrer,26.3,6.1
1887,3,Març,30.1,9.9
1887,4,Abril,81.5,11.5
1887,5,Maig,37.4,14.0
1887,6,Juny,4.1,20.2
1887,7,Juliol,84.6,21.7
1887,8,Agost,2.9,21.4
1887,9,Setembre,100.7,16.4
1887,10,Octubre,32.3,11.0
1887,11,Novembre,44.6,9.5
1887,12,Desembre,64.8,6.4
1888,1,Gener,32.3,7.6
1888,2,Febrer,29.3,5.4
1888,3,Març,0.0,8.7
1888,4,Abril,74.6,10.4
1888,5,Maig,6.8,15.0
1888,6,Juny,97.6,17.0
1888,7,Juliol,34.7,20.5
1888,8,Agost,18.7,21.2
1888,9,Setembre,116.8,19.0
1888,10,Octubre,37.0,14.9
1888,11,Novembre,48.9,12.5
1888,12,Desembre,102.6,10.4
1889,1,Gener,55.2,7.8
1889,2,Febrer,50.4,8.5
1889,3,Març,26.7,9.2
1889,4,Abril,68.2,11.9
1889,5,Maig,38.4,15.8
1889,6,Juny,44.7,19.9
1889,7,Juliol,39.3,22.1
1889,8,Agost,31.5,21.6
1889,9,Setembre,16.4,20.4
1889,10,Octubre,146.4,15.4
1889,11,Novembre,8.9,12.5
1889,12,Desembre,79.2,6.2
1890,1,Gener,47.8,9.4
1890,2,Febrer,75.8,8.4
1890,3,Març,41.8,9.2
1890,4,Abril,101.5,12.3
1890,5,Maig,30.2,15.3
1890,6,Juny,3.5,20.1
1890,7,Juliol,49.8,20.4
1890,8,Agost,82.6,21.8
1890,9,Setembre,168.8,18.8
1890,10,Octubre,30.1,14.6
1890,11,Novembre,14.4,9.9
1890,12,Desembre,53.1,6.3
1891,1,Gener,32.7,4.9
1891,2,Febrer,3.4,7.0
1891,3,Març,28.0,9.2
1891,4,Abril,71.3,10.7
1891,5,Maig,61.7,14.5
1891,6,Juny,36.1,19.1
1891,7,Juliol,52.4,22.3
1891,8,Agost,21.2,21.2
1891,9,Setembre,137.2,20.0
1891,10,Octubre,176.6,17.3
1891,11,Novembre,70.1,11.6
1891,12,Desembre,67.1,9.3
1892,1,Gener,58.7,7.7
1892,2,Febrer,72.8,8.7
1892,3,Març,117.9,8.6
1892,4,Abril,57.7,12.6
1892,5,Maig,3.9,15.9
1892,6,Juny,30.3,20.4
1892,7,Juliol,0.7,22.4
1892,8,Agost,21.2,22.0
1892,9,Setembre,43.4,19.8
1892,10,Octubre,66.9,14.2
1892,11,Novembre,24.4,11.8
1892,12,Desembre,65.0,6.3
1893,1,Gener,2.1,4.8
1893,2,Febrer,20.5,8.9
1893,3,Març,7.8,11.1
1893,4,Abril,4.1,13.6
1893,5,Maig,13.7,16.5
1893,6,Juny,24.6,19.1
1893,7,Juliol,106.7,22.4
1893,8,Agost,52.5,23.4
1893,9,Setembre,78.7,20.0
1893,10,Octubre,51.8,16.5
1893,11,Novembre,85.1,9.0
1893,12,Desembre,50.0,8.0
1894,1,Gener,54.4,6.2
1894,2,Febrer,7.3,8.6
1894,3,Març,99.9,9.4
1894,4,Abril,44.6,12.8
1894,5,Maig,151.7,15.0
1894,6,Juny,3.5,20.2
1894,7,Juliol,7.4,23.1
1894,8,Agost,43.0,22.2
1894,9,Setembre,58.9,19.3
1894,10,Octubre,55.8,16.1
1894,11,Novembre,98.6,12.3
1894,12,Desembre,0.1,8.0
1895,1,Gener,32.0,5.5
1895,2,Febrer,35.3,8.2
1895,3,Març,46.7,10.2
1895,4,Abril,89.9,13.7
1895,5,Maig,48.9,15.7
1895,6,Juny,68.5,19.7
1895,7,Juliol,0.0,23.4
1895,8,Agost,32.4,23.1
1895,9,Setembre,86.9,22.0
1895,10,Octubre,44.1,16.1
1895,11,Novembre,31.8,13.8
1895,12,Desembre,29.5,9.3
1896,1,Gener,2.5,7.5
1896,2,Febrer,10.6,8.8
1896,3,Març,38.8,11.8
1896,4,Abril,8.4,13.1
1896,5,Maig,58.7,15.8
1896,6,Juny,23.3,19.9
1896,7,Juliol,79.5,23.1
1896,8,Agost,161.6,20.2
1896,9,Setembre,52.5,20.2
1896,10,Octubre,24.5,14.0
1896,11,Novembre,131.7,8.9
1896,12,Desembre,30.2,8.2
1897,1,Gener,53.8,7.1
1897,2,Febrer,38.8,11.0
1897,3,Març,17.9,12.1
1897,4,Abril,51.5,14.1
1897,5,Maig,11.5,16.5
1897,6,Juny,1.9,22.0
1897,7,Juliol,0.0,24.6
1897,8,Agost,85.4,23.0
1897,9,Setembre,210.9,19.4
1897,10,Octubre,75.1,15.1
1897,11,Novembre,113.5,12.8
1897,12,Desembre,74.8,8.9
1898,1,Gener,249.7,9.1
1898,2,Febrer,3.2,9.5
1898,3,Març,150.8,9.2
1898,4,Abril,25.8,12.6
1898,5,Maig,16.5,15.4
1898,6,Juny,27.2,18.9
1898,7,Juliol,1.9,21.6
1898,8,Agost,0.0,21.6
1898,9,Setembre,24.9,21.2
1898,10,Octubre,57.8,16.4
1898,11,Novembre,125.9,11.9
1898,12,Desembre,0.0,8.7
1899,1,Gener,37.4,8.1
1899,2,Febrer,10.0,9.6
1899,3,Març,80.6,9.8
1899,4,Abril,24.8,12.9
1899,5,Maig,93.8,16.0
1899,6,Juny,75.7,18.8
1899,7,Juliol,54.9,22.4
1899,8,Agost,32.9,23.4
1899,9,Setembre,98.5,21.1
1899,10,Octubre,39.6,17.9
1899,11,Novembre,2.4,12.5
1899,12,Desembre,48.2,7.7
1900,1,Gener,1.7,8.0
1900,2,Febrer,90.3,10.5
1900,3,Març,71.0,8.8
1900,4,Abril,4.1,13.1
1900,5,Maig,49.8,16.3
1900,6,Juny,20.8,20.8
1900,7,Juliol,10.6,23.9
1900,8,Agost,107.9,22.1
1900,9,Setembre,63.9,21.3
1900,10,Octubre,75.0,16.6
1900,11,Novembre,109.3,10.9
1900,12,Desembre,0.0,9.7
1901,1,Gener,62.1,8.2
1901,2,Febrer,20.5,4.8
1901,3,Març,69.6,9.6
1901,4,Abril,34.5,12.5
1901,5,Maig,37.0,15.8
1901,6,Juny,178.5,20.7
1901,7,Juliol,122.7,22.4
1901,8,Agost,9.2,22.3
1901,9,Setembre,121.6,20.2
1901,10,Octubre,154.8,14.0
1901,11,Novembre,10.8,9.6
1901,12,Desembre,209.3,6.7
1902,1,Gener,8.7,7.6
1902,2,Febrer,43.6,8.7
1902,3,Març,6.0,11.1
1902,4,Abril,149.1,12.8
1902,5,Maig,51.6,13.2
1902,6,Juny,62.9,17.3
1902,7,Juliol,25.5,22.3
1902,8,Agost,109.0,21.3
1902,9,Setembre,63.5,18.7
1902,10,Octubre,43.4,14.5
1902,11,Novembre,28.0,10.9
1902,12,Desembre,70.4,7.6
1903,1,Gener,106.7,6.9
1903,2,Febrer,0.0,8.4
1903,3,Març,19.5,9.7
1903,4,Abril,41.6,11.1
1903,5,Maig,46.0,15.6
1903,6,Juny,54.4,18.7
1903,7,Juliol,9.5,21.9
1903,8,Agost,1.1,22.4
1903,9,Setembre,45.3,19.1
1903,10,Octubre,56.9,16.6
1903,11,Novembre,0.0,10.9
1903,12,Desembre,87.4,7.1
1904,1,Gener,131.3,6.6
1904,2,Febrer,56.2,9.0
1904,3,Març,29.8,9.1
1904,4,Abril,58.8,13.4
1904,5,Maig,10.7,17.2
1904,6,Juny,47.6,20.0
1904,7,Juliol,0.0,24.6
1904,8,Agost,30.4,23.7
